date,index_all_shortage,energy_shortage,food_shortage,industry_shortage,labor_shortage
1935m5,51.294605,4.1035686,22.569626,14.020525,10.600884
1935m6,31.414188,0,15.879699,8.2850609,7.2494278
1935m7,52.075089,1.4566458,25.127142,11.289005,14.202297
1935m8,47.931244,4.0557208,24.703024,11.429758,7.7427392
1935m9,49.172565,4.3708944,22.947197,11.655719,10.198753
1935m10,69.311996,4.644618,33.58416,14.648412,16.434803
1935m11,45.13826,6.0900826,18.628489,12.180165,8.2395239
1935m12,47.532845,3.6821218,21.423254,10.711627,11.715842
1936m1,51.753605,7.1975212,23.648998,11.31039,9.5966949
1936m2,85.198914,33.0513,27.542751,11.017101,13.587758
